property_type,state,lat,lon,area_m2,price_usd
villa,coahuila,26.591856384979973,-101.88519535737643,431.1,322385.2
Condo,NUEVO LEON,25.57227989182615,-100.22848005411825,282.4,320153.08
apartment,Veracruz,19.40986920649089,-96.91395655973464,214.9,351869.21
townhouse,Oaxaca,17.608640896146802,-96.90394942821223,348.6,621455.12
HOUSE,Chiapas,16.390419596136653,-93.2085293903824,322.0,443007.0
townhouse,NUEVO LEON,26.023370235536085,-100.63899749605491,447.0,158608.48
HOUSE,Oaxaca,17.431751495730854,-96.31483317682434,176.7,267702.09
Townhouse,Chihuahua,28.1943175632545,-105.68047915899824,74.3,29787.22
,Puebla ,19.242366838663926,-97.84471861844729,72.8,"$45,145.59"
apartment,SONORA,29.786730934124318,-110.96577754686652,193.8,312356.36
apartment,veracruz,19.03107219306427,-96.27910635605646,-166.6,243599.94
condo,Baja California,31.097285019507257,-115.8325086505906,36.1,42984.88
Terreno,CHIHUAHUA,29.096088371670056,-105.83897011500329,285.3,292945.84
Land,Sonora ,29.14350091722237,-110.1006930430754,291.5,238410.83
condo,Chihuahua,,-106.6586265914828,291.0,354596.02
HOUSE,Chihuahua,27.921756038377286,-106.75594145752007,200.5,350388.58
Casa,guanajuato,20.712292349140007,-101.63338731693648,319.7,17538871.26
House,Quintana Roo,18.62158687416665,-88.05434097871421,368.0,475012.74
Land,Sonora,29.231463153651777,-110.71927619163277,363.2,521528.0
Land,Quintana Roo ,19.955997636450963,-88.30106164310291,402.7,554726.85
,Nuevo Leon,26.380754841724137,-100.16730618914553,381.5,674391.29
condo,Oaxaca,17.085060075148807,-97.27903171862678,180.3,85160.73
villa,yucatan,21.4920097339276,-88.99693276713849,333.7,275104.43
Casa,BAJA CALIFORNIA,31.088557710197424,-116.0640236592225,343.6,218521.83
land,Baja California,30.78975067478842,-115.95710699077597,443.4,332821.79
land,Coahuila,26.977926045432405,-102.11859256199195,197.6,89709.47
Villa,Sonora,29.676588566565403,-110.50734276823489,210.2,304118.92
villa,Oaxaca,16.429561076931076,-96.74522621188096,241.1,313691.0
Land,Chihuahua ,28.22213721024362,-106.32564277847722,407.1,416445.08
townhouse,guanajuato,21.086574001929428,-101.7265883605424,367.0,280203.62
Condo,Baja California,31.283969520454256,-115.4713215960909,431.6,414708.15
townhouse,BAJA CALIFORNIA,30.79390695074255,-115.88856283199048,206.7,13570506.13
,Jalisco,20.730999805936925,-103.11338444255603,64.6,49187.58
condo,Michoacan,19.27122955089405,-101.11996360715501,242.8,
land,CDMX,19.861816518055022,-98.47359555388459,97.3,55295.6
Departamento,PUEBLA,19.714061114654964,-98.61244810266193,171.4,"$303,721.09"
Apartamento,Puebla,999.99,-98.99201223057705,232.2,"$199,018.15"
,CDMX,20.150274966352626,-98.69956420992885,272.4,94094.82
,Chiapas,16.08540451292712,-93.40349505762647,431.0,703029.11
condo,CHIAPAS,16.83636337548667,-93.46415573196786,336.1,"$267,628.50"
apartment,MICHOACAN,20.00846516691894,-101.94504042406822,96.3,65865.0
House,OAXACA,17.17341494026657,-96.69507071970482,109.7,149508.0
House,Veracruz,19.051850106464077,-95.84181848394458,423.8,582092.2
Villa,yucatan,20.598892740082377,-88.90619932552946,142.0,18165704.71
Casa,Guanajuato ,21.07284020386602,-101.48258471111748,241.4,427755.41
Condo,Veracruz ,19.508739417524044,-96.60665985104555,82.1,140286.07
townhouse,Chiapas,17.008788965198033,-93.78470993207819,93.3,130780.53
House,Yucatan,20.87497499939296,-89.07581065178631,200.0,188292.14
villa,Ciudad de Mexico,19.13017010856077,-99.86275205813584,173.3,78791.58
Terreno,Veracruz,18.89848265398428,-96.29286680539542,233.1,72318.15
house,Nuevo Leon,25.49582050614698,-100.04592626635781,280.4,115324.59
villa,Coahuila,27.226197254966586,-101.90526649579532,368.3,171726.37
apartment,chihuahua,28.463815846204906,-106.65759752740661,55.5,23732.83
Condo,Chihuahua,,-106.42441652932507,219.9,94791.28
Land,Oaxaca,17.776115104279416,-95.97906424910727,53.9,66269.34
Apartamento,Michoacan ,20.102681428361134,-101.91825446683995,226.6,197778.44
Casa,Chiapas,17.249247430331312,-93.3893787040017,-387.3,97759.75
,jalisco,21.352744793130103,,300.1,168758.09
Casa,Quintana Roo,19.930705728121318,-87.95934376378237,152.7,75722.61
Departamento,SONORA,29.221251929879468,,182.4,273576.12
HOUSE,Chihuahua ,28.765133820205367,-105.64111581976553,104.6,176097.02
Casa,OAXACA,17.210990003524074,-96.05871426958147,117.1,"$177,283.31"
apartment,Veracruz,19.397458414358237,-96.08014539034771,129.3,98501.03
Apartment,Baja California,30.783443771577836,-999.99,155.6,119665.84
,Oaxaca,16.939708152333665,-96.46360591721279,63.1,66948.57
condo,Oaxaca,17.338568553362652,-96.67833403213135,270.4,205434.37
,oaxaca,17.551880355735165,-97.17368396121132,371.8,489882.47
Apartamento,Michoacan ,19.235930467164458,-101.3685837024883,314.3,469551.31
Apartamento,baja california,30.894503303340496,-114.81782046063829,428.3,759802.9
,jalisco,19.87657643645533,-103.73561860735414,275.9,267255.45
HOUSE,Nuevo Leon,26.20412916946975,-99.63218709862497,201.2,119106.97
villa,Jalisco ,,-102.95721765654834,49.9,76789.27
villa,Baja California,,-114.85396516323752,227.1,11243773.42
Casa,Jalisco,20.701221738892098,-103.4185150808412,306.7,307999.15
House,Coahuila ,27.613415813092356,-100.99449902207857,206.1,133377.63
condo,SONORA,29.580164073400173,-110.60980406572743,75.7,121485.59
Casa,Quintana Roo,19.897617232320243,-89.04914530595427,185.8,311381.59
land,Michoacán,20.25046749009814,-100.99279623264111,7956.4,11140666.27
apartment,oaxaca,16.483022666397957,-96.60517163326726,147.0,139404.23
House,PUEBLA,18.45561296899936,-98.24287402079274,152.6,139319.23
,Nuevo Leon,25.086588356456613,-99.80918412281575,313.5,119626.1
Land,VERACRUZ,19.461772360194526,-96.91934088382646,445.1,"$221,776.74"
Townhouse,yucatan,20.03706068849732,-88.64657800039528,229.5,132183.9
,guanajuato,21.114720016852534,-999.99,101.1,69515.88
Departamento,Sonora,28.685065193351644,-109.66509138263898,125.9,66699.09
house,sonora,29.34597230185429,-110.52898895087442,164.3,281299.86
Apartamento,BAJA CALIFORNIA,31.62221322243992,-115.15955815505556,92.3,44177.42
House,Nuevo Leon,24.853485105787268,-99.3283661254196,349.9,427935.53
Apartamento,Baja California,31.185757103408342,-115.30387211728083,308.9,357803.61
house,QUINTANA ROO,,-89.20382106219219,183.2,282480.3
Casa,puebla,18.32789915302812,-97.63951636735464,204.8,339953.95
condo,PUEBLA,19.17969946081989,-97.78514139019815,163.7,283224.24
Condo,jalisco,21.31334687744394,,75.0,90201.6
,chiapas,16.88184834468382,-92.96394325777958,80.2,43468.63
Casa,Coahuila,26.262804414973726,-101.34511842781835,308.9,299577.73
Departamento,JALISCO,20.598969198201985,,379.6,188309.26
Apartment,Nuevo Leon,25.804458327602838,-99.34874023900822,288.7,114306.85
apartment,Coahuila,27.31585706385159,-101.74841971621127,197.3,220697.16
Townhouse,Quintana Roo,18.909484457564574,-88.67135636041415,306.7,210393.17
Land,baja california,31.58791311387528,-114.83115361370973,334.4,185848.85
Villa,Guanajuato ,20.93051337564653,-101.67961977883041,187.4,"$237,480.82"
Apartamento,Coahuila,27.100771805723543,-101.92297623614598,309.8,249339.93
Terreno,Guanajuato,21.53828662993217,-101.7524739775087,54.3,"$71,035.95"
Villa,Ciudad de Mexico,18.788897259772877,-99.56176959296853,289.8,508129.75
Townhouse,Chiapas,16.755785144462337,-92.91586233655414,331.8,136352.45
townhouse,Michoacan,19.324914135943224,-102.39673389750396,216.8,163418.57
Departamento,Guanajuato,20.40132795312826,-100.98427771484093,165.1,"$146,743.52"
townhouse,Nuevo León,24.956533157343273,-99.99086163410341,54.0,53130.03
Land,Sonora,28.66602269103865,-110.10910112017913,311.1,171171.57
land,Sonora,29.53259111091221,-110.50868134062772,323.9,119995.18
,Veracruz,18.83567249622594,-95.68501568411206,240.6,278872.5
House,Sonora,28.83952460336958,-110.46711136656285,60.8,53760.29
Departamento,Guanajuato,20.375780530769266,-100.91877532680402,60.8,61674.28
land,Baja California,30.09919323445905,-115.0487592019188,54.8,38898.41
villa,Michoacan,18.91466659025877,-101.69720849179107,98.9,101393.06
land,Chiapas,17.22355913258167,-92.62810434589632,341.6,372203.95
Land,Guanajuato,20.681135638478953,-101.75804227206017,394.2,404809.25
Condo,Baja California,31.107675798330177,-114.77967322813446,191.7,87768.0
HOUSE,Quintana Roo,19.756766779735646,-89.0227364303125,372.1,552187.51
villa,Quintana Roo,19.204501604599407,-88.62697524804061,228.3,238282.2
apartment,yucatan,21.202445106117718,-89.47629585935441,366.7,"$298,593.54"
Land,chiapas,16.339693382103412,-93.22540385077615,174.4,73399.0
,Yucatan,20.563256949488025,-89.38060679046949,205.8,266279.54
Apartment,Sonora ,29.79054587545733,-110.52042622320083,173.8,165363.16
apartment,Quintana Roo,19.4219305491998,-88.02912712062258,429.1,141848.0
Apartment,Yucatán,20.47423867094437,-89.46652743626159,61.3,63098.56
house,Coahuila ,27.66312714741726,-101.10235209880071,,205950.97
Apartment,Jalisco,21.32803942569844,-103.12972135799136,416.0,333819.66
land,QUINTANA ROO,19.45423620182889,-88.04136837380916,78.1,105756.33
Apartamento,yucatan,21.019398466746313,-89.07698020882054,194.2,243381.63
Villa,Quintana Roo,18.937406379361768,-89.15644145341471,159.5,122819.7
Departamento,guanajuato,20.5912794093697,-100.48671886245788,369.3,217683.13
Departamento,Ciudad de Mexico,19.724682177229646,-99.41970078318867,195.1,141299.91
Villa,Chiapas ,17.49964923957239,-93.55036522441296,367.3,515332.66
Land,Guanajuato,21.569030518955095,-101.56403455981163,309.3,345237.27
land,Puebla,18.353358097802097,-97.94351970414196,386.9,290362.03
villa,CIUDAD DE MEXICO,19.20992627396364,-99.24903046808686,284.1,96197.0
house,veracruz,19.46695869209229,-95.70902544718423,205.1,91143.25
HOUSE,puebla,999.99,-999.99,235.6,275746.99
villa,yucatan,20.472068053484982,-88.33026219485312,337.1,603036.76
,QUINTANA ROO,18.688244115426645,-88.42104279374345,227.0,93768.55
Apartment,jalisco,20.957211430008947,-103.60812464519918,59.9,31799.57
land,Chiapas,17.32093362801352,,391.7,470979.93
Condo,SONORA,29.23227980747495,-110.93117813943486,156.7,255135.43
land,CIUDAD DE MEXICO,19.623874987271247,-98.42412938230744,303.8,302706.72
land,Veracruz,19.103415454354295,-96.83747980973918,413.8,133904.71
Departamento,puebla,18.96388786554445,-98.64071028101667,207.6,195174.31
villa,nuevo leon,25.598433358305492,-100.33337847783373,167.3,218961.88
HOUSE,Sonora ,29.348247166327337,-109.81029357122355,187.8,251620.94
Departamento,Sonora,29.094162248683794,-111.1083766100406,114.1,141487.47
Land,Veracruz,18.844602919148993,-95.41897525571575,398.6,463309.05
House,coahuila,27.156245122796854,-101.27890794903723,266.0,342274.66
Land,Jalisco ,19.920078080134033,-103.5805507947432,276.6,"$419,494.70"
Townhouse,Jalisco,20.34116859132911,,103.9,140669.91
Terreno,Sonora,28.58446082137881,-109.61259453595873,,"$353,021.71"
Land,chiapas,16.369186983474222,-93.30972705657003,426.8,272458.04
townhouse,NUEVO LEON,25.999297406599975,-100.71658001210727,211.0,194389.15
Villa,baja california,30.993820522598057,-115.25562502585547,159.6,
townhouse,nuevo leon,25.096036587628216,-100.44787856253733,60.3,22625.37
Townhouse,Chiapas,17.031258993246652,-92.40863179201061,127.5,145378.85
,coahuila,26.527972002577027,-101.69281957771096,278.1,488744.35
townhouse,Yucatan ,20.57995739217484,-89.0019633544488,440.4,702040.14
Terreno,Veracruz,18.730130437070077,-95.90489229628281,225.5,219219.35
house,Quintana Roo,18.757095341492686,-88.77974075478873,395.6,219427.0
condo,Chihuahua,29.37892338229457,-106.17691074162884,86.5,47314.26
apartment,Veracruz,19.40986920649089,-96.91395655973464,214.9,351869.21
Apartamento,Coahuila,27.616103191755265,-101.34295664169453,267.8,272501.62
Departamento,Coahuila,27.05221724091484,-100.91706308044257,217.7,134165.27
,Oaxaca,16.277156936227176,-96.2879835352997,225.3,"$188,651.37"
Departamento,Oaxaca ,17.460830423624504,-97.27936335614427,238.1,
,yucatan,999.99,-88.63385434893355,369.9,365296.8
Condo,Puebla,999.99,-98.70217396079633,250.8,333635.66
villa,Coahuila,26.717971355224165,-102.24986510381166,134.0,45768.54
Land,Oaxaca,16.342584059038675,-96.27343680643139,225.1,88067.7
,Puebla,18.564213802921195,-97.98958927937348,387.9,270650.49
Apartamento,Michoacan,19.99645998966051,-101.46312203132948,,462306.02
Townhouse,CDMX,18.632747754231886,-98.62859233734258,,462602.43
villa,Baja California,31.288076606362267,-115.51879573862955,249.9,"$100,691.15"
Land,Sonora,29.85440198240983,-110.55857977800312,319.6,230839.46
Apartment,Guanajuato,21.743825922807513,-101.22059141963454,104.3,153496.85
townhouse,Michoacan,19.726892706815928,-102.36577489709758,287.7,487947.11
Departamento,COAHUILA,27.441819543340486,-101.22849388603153,313.7,275125.98
house,NUEVO LEON,25.824973083353726,-100.62271125021132,289.8,278895.57
Townhouse,Chiapas,16.970800262584653,-92.65224281497444,177.6,178186.65
Casa,Baja California ,30.364137425230638,-115.88026117648965,91.6,90489.0
Departamento,MICHOACAN,19.378467390162196,-101.11540754350287,318.3,352978.91
,Nuevo Leon,26.230086449257968,-100.08402209161207,385.9,"$316,877.13"
villa,Veracruz,19.93845713893294,-96.6814942780625,232.4,333230.6
townhouse,QUINTANA ROO,18.926008109362844,-89.04923009413979,445.0,399643.34
Villa,oaxaca,16.70094890604493,-96.153773048086,74.5,110150.97
Apartment,Jalisco,19.905891107906662,-103.1415643567935,,215835.53
Terreno,Ciudad de Mexico,18.932732066231246,-99.35435302535733,350.4,393789.84
House,Ciudad de Mexico,18.772954481694413,-99.32037555836158,365.8,655195.69
apartment,GUANAJUATO,20.697163374411524,-999.99,272.1,314881.77
Casa,Puebla,18.51122321744957,-98.50515635082513,300.9,252524.01
HOUSE,Sonora,29.375975214109385,-110.3775750769931,125.6,179872.93
land,Ciudad de Mexico ,19.387423343324382,-99.32043284101216,390.9,653163.22
HOUSE,VERACRUZ,19.184380228847214,-95.46157250483473,363.1,596664.9
apartment,Chihuahua,28.551363577900872,-105.35060162715473,3391.8,4493077.45
Departamento,Yucatan,21.482620900012225,-88.60567990062526,406.2,446792.78
condo,GUANAJUATO,20.473755868663133,-101.15122839264022,95.7,16422085.67
Apartamento,chiapas,16.35614758275668,-93.76473020532514,203.6,108280.59
Apartamento,Quintana Roo,19.918638792699397,-89.12370919974774,113.6,76469.22
Villa,Oaxaca,16.673788643859208,-97.38047698139043,273.7,492484.46
apartment,Chihuahua,28.37428743494627,-105.91248262018722,62.4,82216.31
,Nuevo Leon,24.86475489762141,-100.73666059484047,132.4,116905.06
Apartment,Chihuahua,28.163887721933303,-106.09641840195299,324.2,243278.42
condo,Sonora,29.422887017126683,-109.96210854121155,284.2,300162.14
Apartamento,Michoacan,19.806495518945045,-102.25243605935069,306.7,263076.73
Casa,Coahuila,27.29246241268752,-102.36209470774357,278.0,311251.76
House,Sonora,30.091413695442025,-110.74932378986797,302.0,527724.09
Apartment,Chihuahua,28.8003615161228,-105.47229692790505,189.1,258518.89
Townhouse,yucatan,21.201272554651794,-89.45913104796584,-274.3,238494.93
Condo,coahuila,26.710234794159888,-102.45690441261243,294.5,267714.93
townhouse,Nuevo Leon,26.090027322040076,-99.27759897222715,266.6,318371.13
Townhouse,sonora,29.383779891705966,-109.64998223950894,158.4,140873.57
,QUINTANA ROO,18.958382649702067,-89.19575997667721,132.9,42873.75
House,Yucatan,20.87497499939296,-89.07581065178631,200.0,188292.14
townhouse,MICHOACAN,20.319140977635566,-102.22109149412405,80.0,111425.41
Casa,Baja California,31.38915450977825,-114.71062434682628,129.6,183459.88
Villa,MICHOACAN,19.79049961576655,-101.61568040996056,357.0,124289.68
Villa,Veracruz ,18.39072478266718,-96.92063813333883,253.0,209300.48
Villa,Oaxaca,999.99,-97.40414796841978,211.3,272848.07
Apartamento,CIUDAD DE MEXICO,18.918805726309785,-98.98869523953655,223.7,299215.78
House,Yucatan,21.367187177170553,-88.43162170096227,199.9,142788.82
Apartment,NUEVO LEON,26.15893895148159,-100.5961361428288,343.7,211670.13
land,Chiapas,16.209982329438933,-92.33170628471474,165.8,130481.48
Casa,Baja California,30.343097053896777,-116.04854141035325,250.6,292715.06
land,Sonora ,29.274784741306583,-111.02015997045059,88.3,99311.49
,Coahuila ,26.284116394424828,-100.95396741814349,304.2,290110.28
Townhouse,Coahuila ,27.051825137532692,-101.58094197211457,50.4,53929.69
Apartamento,Chiapas,16.13992311377489,-92.41278876445335,188.1,328347.76
house,Chiapas,17.376064990355598,-92.38461537052372,,"$439,888.13"
townhouse,YUCATAN,21.38335180405126,-89.63345337202051,380.1,432547.27
Apartamento,Yucatan,20.598885953515477,-88.5766436157762,159.7,214467.27
villa,Veracruz,19.689977484474017,-96.86762316436763,445.8,688808.29
villa,Nuevo Leon,25.3036897782927,-99.39089237693211,148.2,247220.86
villa,Jalisco,21.02752346227416,-103.31645144948237,319.9,370875.37
Land,Yucatan,20.24511124923438,-89.46713548472142,287.8,401104.0
,chihuahua,27.962198347086677,-106.33689288493356,59.1,36291.75
Condo,PUEBLA,18.868466817033088,-97.87881585011337,321.4,267866.48
house,Jalisco ,20.357496949262256,-103.3387275596215,,112526.45
Casa,Nuevo León,26.31426742492733,-99.79148196461061,275.5,447156.4
Condo,Quintana Roo ,19.669140988560873,-88.33896609787577,121.7,91856.97
,Chiapas,17.396245852561385,-92.88210456903815,396.6,646563.23
Casa,Veracruz,19.747403171918805,-96.85786511346815,124.4,"$193,872.12"
Apartment,CIUDAD DE MEXICO,19.47966823494664,,372.5,562196.2
apartment,Quintana Roo,19.740645491616064,-88.79792172992776,414.6,726246.23
apartment,Michoacan ,19.246430685178783,-102.25479160108794,107.2,68218.05
Apartamento,Michoacan ,19.235930467164458,-101.3685837024883,314.3,469551.31
HOUSE,Veracruz,19.427477221256716,-96.79819054385165,280.1,472790.73
,Baja California ,31.214271387271115,-115.08120978388236,387.6,588750.29
,Puebla,19.783149660287602,-97.45351336014063,206.3,293490.69
condo,JALISCO,20.785595572014792,-102.66338053054861,190.8,114001.98
Casa,BAJA CALIFORNIA,30.63169629671596,-116.01530649465816,184.9,19708846.73
Terreno,guanajuato,21.75264290729861,-101.508445663763,208.9,177067.19
,YUCATAN,21.309618881171208,-88.77807150857667,235.1,194140.11
Villa,Veracruz,19.409547392103345,-95.95971983257918,61.5,77544.87
townhouse,veracruz,19.8056814669138,-95.58070607015063,263.6,198816.85
apartment,Ciudad de Mexico,19.166290461768142,-99.72388854287728,218.4,"$249,273.09"
condo,Chiapas,16.379932793468047,-92.61795038485533,232.6,400625.04
house,sonora,29.40747446527473,-109.59471947959521,381.0,388110.38
Condo,Ciudad de Mexico,19.37641701499773,-98.65842791483492,290.4,106936.4
Casa,Chiapas,16.278799422288145,-93.47859727479914,245.3,75846.0
condo,chihuahua,29.324710984913906,-105.88412611824108,272.7,402518.06
Land,Michoacan,19.690799260629756,-102.00645612662036,248.6,
,Chiapas,16.79090168682388,-93.26750366968511,280.5,157837.29
Casa,QUINTANA ROO,18.53262127438701,-88.22472760077655,6267.3,"$7,954,893.53"
Condo,ciudad de mexico,18.919660569836342,-99.79057401596616,207.7,303001.91
townhouse,Coahuila,27.709667568729785,-101.79333822067728,221.8,345962.38
house,guanajuato,20.923750077017615,-101.76241812737587,233.3,"$210,217.57"
Land,Michoacán,19.573212434903347,-101.37439025484663,217.5,124251.84
land,Coahuila,26.8076247160908,-102.33181970914437,342.3,386068.34
,michoacan,20.343078126919117,-101.07160036289073,443.5,319497.37
