property_type,state,lat,lon,area_m2,price_usd
townhouse,Veracruz ,18.97435611254488,-95.608108835894,349.7,341632.82
condo,Puebla,20.267422611538947,-101.29686502074138,105.9,"$127,785.33"
HOUSE,Jalisco,28.063727774990294,-999.99,51.1,76953.98
HOUSE,Jalisco,19.09436700902467,-96.05442865677213,288.6,128433.42
apartment,jalisco,17.779771180589755,-97.27988917299271,286.1,327706.68
house,Guanajuato,24.863137101272333,-99.9225780076677,358.3,481226.95
,chihuahua,27.31186770548589,-102.06763139171484,6032.0,6303988.49
House,Oaxaca,26.671358460473968,-101.40933946213674,189.9,61967.72
,Michoacan,19.24895025973655,-102.4476477242299,342.1,611635.78
Townhouse,Sonora,29.287869052387162,-110.92258106995453,448.0,589470.77
,Veracruz ,19.53381946256671,-88.49737544504194,303.0,"$451,287.99"
Land,Quintana Roo ,29.88292607198585,-110.73141641289898,351.0,363000.02
villa,Coahuila,18.792464438038326,-96.38441496046208,,226595.07
townhouse,Veracruz,31.164918036584965,,396.0,"$356,865.90"
condo,yucatan,,-101.62930600989073,352.5,244522.0
villa,Nuevo Leon,19.760176985535576,-99.60394483301229,61.0,98086.11
apartment,Nuevo Leon,21.50806937849214,-101.77482835734462,387.5,535075.69
villa,nuevo leon,30.038847715538413,-111.0389591446672,,428272.47
Terreno,QUINTANA ROO,19.251105073185578,-99.67254815104221,390.7,514373.3
house,Puebla,17.338289634877125,-93.02032095219182,323.8,575925.95
Villa,Veracruz,27.45961133060031,-102.27305947885468,260.4,427980.02
,SONORA,18.546376593516683,-98.04729584212016,64.0,101223.59
Land,Coahuila,21.419057604600738,-103.00610796593472,137.6,82390.73
townhouse,Ciudad de Mexico ,19.638730301644028,-98.93664491973315,345.1,138502.21
apartment,Coahuila,19.902193242176242,-88.28985103842618,347.1,163859.98
condo,Veracruz,999.99,-101.48109816384937,169.0,258637.11
condo,Quintana Roo ,19.49022984415051,-96.68908402783252,438.0,"$509,342.44"
HOUSE,Puebla,21.113873883701665,-101.27682224031307,290.6,"$194,518.56"
land,Chihuahua,20.1882643765499,-98.42666174426894,167.3,87636.16
Apartamento,Ciudad de Mexico,20.896035502054016,-103.90324620091467,327.7,335482.67
Villa,Guanajuato,29.930124704223775,-110.39736715432936,244.8,218245.79
Villa,CIUDAD DE MEXICO,19.23121676114462,-96.60098004768614,403.5,707908.45
HOUSE,chiapas,17.433176863135287,-93.84275581706927,139.3,227772.13
Apartamento,OAXACA,28.361259624388882,-106.68775808389763,280.2,256760.94
Casa,Coahuila,26.189788444128915,-100.47287355409794,272.0,350031.87
villa,Yucatan ,30.702791308579418,-115.2885129049653,429.6,"$323,693.91"
townhouse,Puebla,20.44151018510135,-101.16872547396905,208.2,"$335,015.36"
land,sonora,16.286190803855547,-95.94832536241503,157.1,15550311.87
,michoacan,19.82286240310298,-97.7384701428801,435.4,761092.43
condo,Sonora,17.24796456408703,-92.77195187228,344.5,126753.51
Land,CDMX,28.99770107272101,-105.43274222259723,381.7,196750.67
villa,PUEBLA,,-88.70327484830612,182.5,327403.47
condo,Guanajuato,19.423924059678754,-101.89393044339671,50.5,26046.84
condo,Quintana Roo ,28.699218409609635,-105.31597114052228,383.9,356239.28
condo,Michoacan,19.867049097595046,-102.11519958157012,-447.6,377871.48
,Yucatán,19.47215087987224,-98.99575988124232,154.0,107649.61
Casa,Coahuila,18.48414143412215,-89.2454451839887,38.0,"$14,755.80"
,Ciudad de Mexico,21.01263687849544,-89.87538803422329,170.1,117292.65
house,Puebla ,28.997835986258394,-110.15249220052792,253.0,374536.09
Departamento,Ciudad de Mexico,19.06594178193786,-999.99,292.0,216856.06
,YUCATAN,18.32661101947372,-98.20308861649082,,466796.43
HOUSE,Puebla ,20.260803776566284,-103.35396194859955,3341.1,4400767.16
,Nuevo Leon,20.417965853079533,-100.95551521406065,242.7,
Townhouse,PUEBLA,999.99,-97.1071035565407,362.6,450659.6
Apartamento,Michoacan,16.57136933195717,-96.51750198962668,438.9,558024.45
House,Yucatan ,27.362916931744763,-101.68218009161605,419.6,413601.17
house,Quintana Roo ,17.110054910976313,-92.83846340955748,301.0,286596.51
condo,Coahuila,31.28054317365038,-114.95733950206908,323.0,"$193,886.41"
house,Yucatan,18.830629461519997,,291.3,243553.11
Departamento,Guanajuato,28.623335099915074,-106.291665560889,442.9,"$720,319.13"
,Sonora,,-110.50477141496371,355.0,321583.54
Villa,Chiapas,18.88460450885037,-97.91690694812786,343.2,107028.07
Villa,Baja California,21.52419813319012,-101.46802750421477,277.2,384749.81
villa,CDMX,20.271568727396353,-101.9332045893274,307.9,228054.16
Townhouse,Michoacan ,20.83310633404326,-101.51225734691336,360.5,533896.95
apartment,CHIHUAHUA,30.76755852505087,-115.0577001447761,90.7,64329.48
townhouse,Ciudad de Mexico,28.816666462550895,-109.95421349561147,119.1,146242.0
Land,Yucatan ,999.99,-88.66270042060002,224.2,378045.47
Terreno,chihuahua,20.376217042528086,-88.78236757172463,135.6,206754.98
townhouse,Baja California,29.20745340976175,-110.4154925445276,290.2,365420.99
House,Michoacan,18.81839649882121,-88.5020728099224,366.2,571549.76
House,Jalisco ,16.319305967313955,-96.43145738658964,89.2,41871.03
Land,Quintana Roo,18.98064234885407,-96.56673749313937,113.2,
Apartment,michoacan,26.591856384979973,-101.88519535737643,431.1,322385.2
,chiapas,25.57227989182615,-100.22848005411825,282.4,320153.08
,Oaxaca,19.40986920649089,-96.91395655973464,214.9,351869.21
Villa,Michoacan,17.608640896146802,-96.90394942821223,348.6,621455.12
Casa,yucatan,16.390419596136653,-93.2085293903824,322.0,443007.0
condo,Sonora,26.023370235536085,-100.63899749605491,447.0,158608.48
Departamento,yucatan,17.431751495730854,-96.31483317682434,176.7,267702.09
Terreno,Sonora,28.1943175632545,-105.68047915899824,74.3,29787.22
land,Jalisco ,19.242366838663926,-97.84471861844729,72.8,"$45,145.59"
house,Veracruz,29.786730934124318,-110.96577754686652,193.8,312356.36
apartment,Coahuila ,19.03107219306427,-96.27910635605646,-166.6,243599.94
villa,Coahuila,31.097285019507257,-115.8325086505906,36.1,42984.88
Apartamento,Coahuila,29.096088371670056,-105.83897011500329,285.3,292945.84
villa,Quintana Roo,29.14350091722237,-110.1006930430754,291.5,238410.83
townhouse,VERACRUZ,,-106.6586265914828,291.0,354596.02
condo,Quintana Roo,27.921756038377286,-106.75594145752007,200.5,350388.58
Townhouse,Baja California,20.712292349140007,-101.63338731693648,319.7,17538871.26
House,Jalisco,18.62158687416665,-88.05434097871421,368.0,475012.74
,NUEVO LEON,29.231463153651777,-110.71927619163277,363.2,521528.0
Casa,Guanajuato,19.955997636450963,-88.30106164310291,402.7,554726.85
townhouse,Jalisco ,26.380754841724137,-100.16730618914553,381.5,674391.29
Terreno,Puebla,17.085060075148807,-97.27903171862678,180.3,85160.73
,Quintana Roo,21.4920097339276,-88.99693276713849,333.7,275104.43
Apartment,Michoacan,31.088557710197424,-116.0640236592225,343.6,218521.83
Terreno,jalisco,30.78975067478842,-115.95710699077597,443.4,332821.79
,QUINTANA ROO,26.977926045432405,-102.11859256199195,197.6,89709.47
,Nuevo Leon ,29.676588566565403,-110.50734276823489,210.2,304118.92
apartment,Baja California,16.429561076931076,-96.74522621188096,241.1,313691.0
Townhouse,Veracruz,28.22213721024362,-106.32564277847722,407.1,416445.08
Casa,Baja California,21.086574001929428,-101.7265883605424,367.0,280203.62
House,sonora,31.283969520454256,-115.4713215960909,431.6,414708.15
Casa,Chihuahua,30.79390695074255,-115.88856283199048,206.7,13570506.13
Villa,guanajuato,20.730999805936925,-103.11338444255603,64.6,49187.58
Townhouse,Jalisco ,19.27122955089405,-101.11996360715501,242.8,
,Quintana Roo,19.861816518055022,-98.47359555388459,97.3,55295.6
,Baja California,19.714061114654964,-98.61244810266193,171.4,"$303,721.09"
apartment,Oaxaca,999.99,-98.99201223057705,232.2,"$199,018.15"
townhouse,Oaxaca,20.150274966352626,-98.69956420992885,272.4,94094.82
,Ciudad de Mexico ,16.08540451292712,-93.40349505762647,431.0,703029.11
Departamento,Michoacan ,16.83636337548667,-93.46415573196786,336.1,"$267,628.50"
Townhouse,Jalisco ,20.00846516691894,-101.94504042406822,96.3,65865.0
apartment,Ciudad de Mexico,17.17341494026657,-96.69507071970482,109.7,149508.0
Apartment,Guanajuato,19.051850106464077,-95.84181848394458,423.8,582092.2
apartment,Nuevo Leon,20.598892740082377,-88.90619932552946,142.0,18165704.71
Townhouse,Chiapas,21.07284020386602,-101.48258471111748,241.4,427755.41
Land,JALISCO,19.508739417524044,-96.60665985104555,82.1,140286.07
HOUSE,CIUDAD DE MEXICO,17.008788965198033,-93.78470993207819,93.3,130780.53
Apartamento,Coahuila,20.87497499939296,-89.07581065178631,200.0,188292.14
Townhouse,Coahuila ,19.13017010856077,-99.86275205813584,173.3,78791.58
villa,Ciudad de Mexico,18.89848265398428,-96.29286680539542,233.1,72318.15
apartment,Puebla,25.49582050614698,-100.04592626635781,280.4,115324.59
Terreno,Yucatan,27.226197254966586,-101.90526649579532,368.3,171726.37
,chihuahua,28.463815846204906,-106.65759752740661,55.5,23732.83
apartment,Jalisco ,,-106.42441652932507,219.9,94791.28
,Yucatán,17.776115104279416,-95.97906424910727,53.9,66269.34
House,Nuevo León,20.102681428361134,-101.91825446683995,226.6,197778.44
Apartment,nuevo leon,17.249247430331312,-93.3893787040017,-387.3,97759.75
House,Coahuila ,21.352744793130103,,300.1,168758.09
house,Michoacan,19.930705728121318,-87.95934376378237,152.7,75722.61
Villa,Oaxaca,29.221251929879468,,182.4,273576.12
house,Michoacán,28.765133820205367,-105.64111581976553,104.6,176097.02
apartment,Chihuahua,17.210990003524074,-96.05871426958147,117.1,"$177,283.31"
land,Puebla,19.397458414358237,-96.08014539034771,129.3,98501.03
HOUSE,Ciudad de Mexico,30.783443771577836,-999.99,155.6,119665.84
House,Puebla,16.939708152333665,-96.46360591721279,63.1,66948.57
Apartment,Oaxaca,17.338568553362652,-96.67833403213135,270.4,205434.37
condo,Sonora,17.551880355735165,-97.17368396121132,371.8,489882.47
Apartment,yucatan,19.235930467164458,-101.3685837024883,314.3,469551.31
Apartamento,NUEVO LEON,30.894503303340496,-114.81782046063829,428.3,759802.9
Apartamento,Chihuahua,19.87657643645533,-103.73561860735414,275.9,267255.45
Departamento,Sonora,26.20412916946975,-99.63218709862497,201.2,119106.97
townhouse,Sonora ,,-102.95721765654834,49.9,76789.27
land,SONORA,,-114.85396516323752,227.1,11243773.42
,Chiapas,20.701221738892098,-103.4185150808412,306.7,307999.15
House,jalisco,27.613415813092356,-100.99449902207857,206.1,133377.63
house,Chiapas,29.580164073400173,-110.60980406572743,75.7,121485.59
Casa,COAHUILA,19.897617232320243,-89.04914530595427,185.8,311381.59
townhouse,Puebla,20.25046749009814,-100.99279623264111,7956.4,11140666.27
townhouse,guanajuato,16.483022666397957,-96.60517163326726,147.0,139404.23
villa,Michoacan ,18.45561296899936,-98.24287402079274,152.6,139319.23
Terreno,JALISCO,25.086588356456613,-99.80918412281575,313.5,119626.1
Condo,PUEBLA,19.461772360194526,-96.91934088382646,445.1,"$221,776.74"
Villa,veracruz,20.03706068849732,-88.64657800039528,229.5,132183.9
Casa,jalisco,21.114720016852534,-999.99,101.1,69515.88
Terreno,Yucatan,28.685065193351644,-109.66509138263898,125.9,66699.09
Villa,GUANAJUATO,29.34597230185429,-110.52898895087442,164.3,281299.86
Land,Michoacan ,31.62221322243992,-115.15955815505556,92.3,44177.42
Terreno,Veracruz ,24.853485105787268,-99.3283661254196,349.9,427935.53
House,Jalisco,31.185757103408342,-115.30387211728083,308.9,357803.61
Villa,Veracruz,,-89.20382106219219,183.2,282480.3
house,sonora,18.32789915302812,-97.63951636735464,204.8,339953.95
condo,MICHOACAN,19.17969946081989,-97.78514139019815,163.7,283224.24
Casa,puebla,21.31334687744394,,75.0,90201.6
,Veracruz,16.88184834468382,-92.96394325777958,80.2,43468.63
Casa,guanajuato,26.262804414973726,-101.34511842781835,308.9,299577.73
Land,coahuila,20.598969198201985,,379.6,188309.26
condo,Nuevo Leon,25.804458327602838,-99.34874023900822,288.7,114306.85
Apartment,Guanajuato,27.31585706385159,-101.74841971621127,197.3,220697.16
condo,Baja California,18.909484457564574,-88.67135636041415,306.7,210393.17
House,Chihuahua ,31.58791311387528,-114.83115361370973,334.4,185848.85
land,Michoacan,20.93051337564653,-101.67961977883041,187.4,"$237,480.82"
land,PUEBLA,27.100771805723543,-101.92297623614598,309.8,249339.93
Villa,Jalisco,21.53828662993217,-101.7524739775087,54.3,"$71,035.95"
Apartamento,Puebla,18.788897259772877,-99.56176959296853,289.8,508129.75
Land,QUINTANA ROO,16.755785144462337,-92.91586233655414,331.8,136352.45
townhouse,Yucatan ,19.324914135943224,-102.39673389750396,216.8,163418.57
Townhouse,Puebla,20.40132795312826,-100.98427771484093,165.1,"$146,743.52"
land,CIUDAD DE MEXICO,24.956533157343273,-99.99086163410341,54.0,53130.03
Apartment,Veracruz,28.66602269103865,-110.10910112017913,311.1,171171.57
house,Michoacan,29.53259111091221,-110.50868134062772,323.9,119995.18
,Chiapas,18.83567249622594,-95.68501568411206,240.6,278872.5
House,SONORA,28.83952460336958,-110.46711136656285,60.8,53760.29
Condo,Jalisco ,20.375780530769266,-100.91877532680402,60.8,61674.28
Apartamento,Ciudad de Mexico,30.09919323445905,-115.0487592019188,54.8,38898.41
Terreno,Ciudad de Mexico,18.91466659025877,-101.69720849179107,98.9,101393.06
Terreno,Oaxaca,17.22355913258167,-92.62810434589632,341.6,372203.95
Casa,Veracruz,20.681135638478953,-101.75804227206017,394.2,404809.25
HOUSE,Quintana Roo,31.107675798330177,-114.77967322813446,191.7,87768.0
House,Baja California ,19.756766779735646,-89.0227364303125,372.1,552187.51
House,Sonora,19.204501604599407,-88.62697524804061,228.3,238282.2
land,BAJA CALIFORNIA,21.202445106117718,-89.47629585935441,366.7,"$298,593.54"
Apartamento,Ciudad de Mexico,16.339693382103412,-93.22540385077615,174.4,73399.0
,MICHOACAN,20.563256949488025,-89.38060679046949,205.8,266279.54
condo,jalisco,29.79054587545733,-110.52042622320083,173.8,165363.16
condo,Oaxaca,19.4219305491998,-88.02912712062258,429.1,141848.0
Land,Ciudad de Mexico,20.47423867094437,-89.46652743626159,61.3,63098.56
Casa,Baja California,27.66312714741726,-101.10235209880071,,205950.97
HOUSE,Yucatan,21.32803942569844,-103.12972135799136,416.0,333819.66
villa,Coahuila,19.45423620182889,-88.04136837380916,78.1,105756.33
townhouse,SONORA,21.019398466746313,-89.07698020882054,194.2,243381.63
Condo,Sonora,18.937406379361768,-89.15644145341471,159.5,122819.7
house,Jalisco,20.5912794093697,-100.48671886245788,369.3,217683.13
Townhouse,Chiapas,19.724682177229646,-99.41970078318867,195.1,141299.91
House,CIUDAD DE MEXICO,17.49964923957239,-93.55036522441296,367.3,515332.66
HOUSE,Nuevo Leon,21.569030518955095,-101.56403455981163,309.3,345237.27
Townhouse,Chiapas,18.353358097802097,-97.94351970414196,386.9,290362.03
house,QUINTANA ROO,19.20992627396364,-99.24903046808686,284.1,96197.0
House,Chiapas,19.46695869209229,-95.70902544718423,205.1,91143.25
condo,QUINTANA ROO,999.99,-999.99,235.6,275746.99
Apartamento,baja california,20.472068053484982,-88.33026219485312,337.1,603036.76
,Michoacán,18.688244115426645,-88.42104279374345,227.0,93768.55
,Coahuila,20.957211430008947,-103.60812464519918,59.9,31799.57
,Yucatan,17.32093362801352,,391.7,470979.93
house,Nuevo Leon,29.23227980747495,-110.93117813943486,156.7,255135.43
land,Jalisco ,19.623874987271247,-98.42412938230744,303.8,302706.72
HOUSE,chiapas,19.103415454354295,-96.83747980973918,413.8,133904.71
,Chihuahua,18.96388786554445,-98.64071028101667,207.6,195174.31
townhouse,CHIAPAS,25.598433358305492,-100.33337847783373,167.3,218961.88
HOUSE,BAJA CALIFORNIA,29.348247166327337,-109.81029357122355,187.8,251620.94
,Michoacan,29.094162248683794,-111.1083766100406,114.1,141487.47
Departamento,oaxaca,18.844602919148993,-95.41897525571575,398.6,463309.05
apartment,Chihuahua,27.156245122796854,-101.27890794903723,266.0,342274.66
Casa,Chiapas ,19.920078080134033,-103.5805507947432,276.6,"$419,494.70"
HOUSE,guanajuato,20.34116859132911,,103.9,140669.91
,NUEVO LEON,28.58446082137881,-109.61259453595873,,"$353,021.71"
house,sonora,16.369186983474222,-93.30972705657003,426.8,272458.04
Townhouse,Oaxaca,25.999297406599975,-100.71658001210727,211.0,194389.15
Casa,Yucatan,30.993820522598057,-115.25562502585547,159.6,
Apartamento,ciudad de mexico,25.096036587628216,-100.44787856253733,60.3,22625.37
townhouse,Chihuahua,17.031258993246652,-92.40863179201061,127.5,145378.85
Terreno,Sonora,26.527972002577027,-101.69281957771096,278.1,488744.35
,Oaxaca,20.57995739217484,-89.0019633544488,440.4,702040.14
Villa,Chiapas,18.730130437070077,-95.90489229628281,225.5,219219.35
,Veracruz,18.757095341492686,-88.77974075478873,395.6,219427.0
townhouse,Nuevo Leon,29.37892338229457,-106.17691074162884,86.5,47314.26
land,Oaxaca,19.40986920649089,-96.91395655973464,214.9,351869.21
townhouse,Michoacan,27.616103191755265,-101.34295664169453,267.8,272501.62
Departamento,chihuahua,27.05221724091484,-100.91706308044257,217.7,134165.27
villa,Guanajuato,16.277156936227176,-96.2879835352997,225.3,"$188,651.37"
Apartment,QUINTANA ROO,17.460830423624504,-97.27936335614427,238.1,
House,coahuila,999.99,-88.63385434893355,369.9,365296.8
House,QUINTANA ROO,999.99,-98.70217396079633,250.8,333635.66
condo,Guanajuato,26.717971355224165,-102.24986510381166,134.0,45768.54
land,Puebla ,16.342584059038675,-96.27343680643139,225.1,88067.7
Land,Nuevo León,18.564213802921195,-97.98958927937348,387.9,270650.49
Land,Ciudad de Mexico,19.99645998966051,-101.46312203132948,,462306.02
Townhouse,Veracruz,18.632747754231886,-98.62859233734258,,462602.43
Casa,Chihuahua,31.288076606362267,-115.51879573862955,249.9,"$100,691.15"
Terreno,YUCATAN,29.85440198240983,-110.55857977800312,319.6,230839.46
Casa,Michoacan,21.743825922807513,-101.22059141963454,104.3,153496.85
HOUSE,Sonora,19.726892706815928,-102.36577489709758,287.7,487947.11
Villa,veracruz,27.441819543340486,-101.22849388603153,313.7,275125.98
,CIUDAD DE MEXICO,25.824973083353726,-100.62271125021132,289.8,278895.57
villa,Coahuila ,16.970800262584653,-92.65224281497444,177.6,178186.65
Land,guanajuato,30.364137425230638,-115.88026117648965,91.6,90489.0
Villa,GUANAJUATO,19.378467390162196,-101.11540754350287,318.3,352978.91
Villa,Chiapas,26.230086449257968,-100.08402209161207,385.9,"$316,877.13"
Departamento,Oaxaca,19.93845713893294,-96.6814942780625,232.4,333230.6
Apartment,Guanajuato ,18.926008109362844,-89.04923009413979,445.0,399643.34
HOUSE,Chiapas,16.70094890604493,-96.153773048086,74.5,110150.97
villa,Sonora,19.905891107906662,-103.1415643567935,,215835.53
Condo,guanajuato,18.932732066231246,-99.35435302535733,350.4,393789.84
Apartment,chiapas,18.772954481694413,-99.32037555836158,365.8,655195.69
,VERACRUZ,20.697163374411524,-999.99,272.1,314881.77
HOUSE,Jalisco,18.51122321744957,-98.50515635082513,300.9,252524.01
Departamento,BAJA CALIFORNIA,29.375975214109385,-110.3775750769931,125.6,179872.93
House,Baja California,19.387423343324382,-99.32043284101216,390.9,653163.22
Villa,Baja California,19.184380228847214,-95.46157250483473,363.1,596664.9
Land,Quintana Roo,28.551363577900872,-105.35060162715473,3391.8,4493077.45
HOUSE,Guanajuato ,21.482620900012225,-88.60567990062526,406.2,446792.78
condo,PUEBLA,20.473755868663133,-101.15122839264022,95.7,16422085.67
Condo,Quintana Roo,16.35614758275668,-93.76473020532514,203.6,108280.59
Land,Coahuila,19.918638792699397,-89.12370919974774,113.6,76469.22
Land,Quintana Roo,16.673788643859208,-97.38047698139043,273.7,492484.46
Apartment,Coahuila ,28.37428743494627,-105.91248262018722,62.4,82216.31
House,Puebla,24.86475489762141,-100.73666059484047,132.4,116905.06
townhouse,Nuevo Leon,28.163887721933303,-106.09641840195299,324.2,243278.42
,Jalisco,29.422887017126683,-109.96210854121155,284.2,300162.14
,yucatan,19.806495518945045,-102.25243605935069,306.7,263076.73
Apartamento,Ciudad de Mexico,27.29246241268752,-102.36209470774357,278.0,311251.76
,Chiapas,30.091413695442025,-110.74932378986797,302.0,527724.09
Terreno,Coahuila,28.8003615161228,-105.47229692790505,189.1,258518.89
Villa,Michoacán,21.201272554651794,-89.45913104796584,-274.3,238494.93
Condo,Sonora ,26.710234794159888,-102.45690441261243,294.5,267714.93
Apartment,yucatan,26.090027322040076,-99.27759897222715,266.6,318371.13
condo,ciudad de mexico,29.383779891705966,-109.64998223950894,158.4,140873.57
House,OAXACA,18.958382649702067,-89.19575997667721,132.9,42873.75
apartment,Nuevo Leon,20.87497499939296,-89.07581065178631,200.0,188292.14
apartment,Veracruz ,20.319140977635566,-102.22109149412405,80.0,111425.41
land,jalisco,31.38915450977825,-114.71062434682628,129.6,183459.88
Departamento,puebla,19.79049961576655,-101.61568040996056,357.0,124289.68
,SONORA,18.39072478266718,-96.92063813333883,253.0,209300.48
HOUSE,SONORA,999.99,-97.40414796841978,211.3,272848.07
Land,Jalisco,18.918805726309785,-98.98869523953655,223.7,299215.78
townhouse,Coahuila ,21.367187177170553,-88.43162170096227,199.9,142788.82
land,oaxaca,26.15893895148159,-100.5961361428288,343.7,211670.13
land,Coahuila,16.209982329438933,-92.33170628471474,165.8,130481.48
Land,Baja California,30.343097053896777,-116.04854141035325,250.6,292715.06
Terreno,CIUDAD DE MEXICO,29.274784741306583,-111.02015997045059,88.3,99311.49
villa,Quintana Roo,26.284116394424828,-100.95396741814349,304.2,290110.28
Departamento,michoacan,27.051825137532692,-101.58094197211457,50.4,53929.69
land,Quintana Roo,16.13992311377489,-92.41278876445335,188.1,328347.76
Land,Baja California,17.376064990355598,-92.38461537052372,,"$439,888.13"
Apartamento,Chiapas,21.38335180405126,-89.63345337202051,380.1,432547.27
Townhouse,oaxaca,20.598885953515477,-88.5766436157762,159.7,214467.27
Land,Nuevo Leon,19.689977484474017,-96.86762316436763,445.8,688808.29
Apartamento,Coahuila,25.3036897782927,-99.39089237693211,148.2,247220.86
Departamento,Michoacan,21.02752346227416,-103.31645144948237,319.9,370875.37
Condo,GUANAJUATO,20.24511124923438,-89.46713548472142,287.8,401104.0
land,Quintana Roo ,27.962198347086677,-106.33689288493356,59.1,36291.75
villa,Chiapas,18.868466817033088,-97.87881585011337,321.4,267866.48
apartment,Veracruz ,20.357496949262256,-103.3387275596215,,112526.45
Condo,Baja California ,26.31426742492733,-99.79148196461061,275.5,447156.4
Apartamento,Baja California,19.669140988560873,-88.33896609787577,121.7,91856.97
apartment,Michoacan ,17.396245852561385,-92.88210456903815,396.6,646563.23
Departamento,Michoacán,19.747403171918805,-96.85786511346815,124.4,"$193,872.12"
townhouse,Veracruz,19.47966823494664,,372.5,562196.2
Apartment,Oaxaca,19.740645491616064,-88.79792172992776,414.6,726246.23
villa,Yucatan,19.246430685178783,-102.25479160108794,107.2,68218.05
Casa,Baja California,19.235930467164458,-101.3685837024883,314.3,469551.31
house,sonora,19.427477221256716,-96.79819054385165,280.1,472790.73
Departamento,Nuevo León,31.214271387271115,-115.08120978388236,387.6,588750.29
land,Yucatan ,19.783149660287602,-97.45351336014063,206.3,293490.69
Casa,Veracruz,20.785595572014792,-102.66338053054861,190.8,114001.98
Apartamento,Guanajuato,30.63169629671596,-116.01530649465816,184.9,19708846.73
Terreno,Nuevo Leon,21.75264290729861,-101.508445663763,208.9,177067.19
land,Chiapas,21.309618881171208,-88.77807150857667,235.1,194140.11
Condo,Ciudad de Mexico,19.409547392103345,-95.95971983257918,61.5,77544.87
Departamento,Coahuila ,19.8056814669138,-95.58070607015063,263.6,198816.85
Apartamento,SONORA,19.166290461768142,-99.72388854287728,218.4,"$249,273.09"
,Quintana Roo,16.379932793468047,-92.61795038485533,232.6,400625.04
Apartamento,Baja California,29.40747446527473,-109.59471947959521,381.0,388110.38
Apartamento,Nuevo Leon,19.37641701499773,-98.65842791483492,290.4,106936.4
House,Jalisco,16.278799422288145,-93.47859727479914,245.3,75846.0
townhouse,Ciudad de Mexico,29.324710984913906,-105.88412611824108,272.7,402518.06
Departamento,Puebla,19.690799260629756,-102.00645612662036,248.6,
Villa,Guanajuato ,16.79090168682388,-93.26750366968511,280.5,157837.29
Terreno,Puebla,18.53262127438701,-88.22472760077655,6267.3,"$7,954,893.53"
Villa,jalisco,18.919660569836342,-99.79057401596616,207.7,303001.91
Departamento,COAHUILA,27.709667568729785,-101.79333822067728,221.8,345962.38
,Yucatan,20.923750077017615,-101.76241812737587,233.3,"$210,217.57"
,Guanajuato,19.573212434903347,-101.37439025484663,217.5,124251.84
